RetractionYear,Reason,count
2023,+Concerns/Issues About Data;+Investigation by Journal/Publisher;+Investigation by Third Party;+Unreliable Results;,1
2023,+Concerns/Issues About Data;+Investigation by Journal/Publisher;+Lack of Approval from Third Party;,1
2023,+Concerns/Issues About Data;+Investigation by Journal/Publisher;+Lack of IRB/IACUC Approval;,1
2023,+Concerns/Issues About Data;+Investigation by Journal/Publisher;+Lack of IRB/IACUC Approval;+Unreliable Results;,1
2023,+Concerns/Issues About Data;+Investigation by Journal/Publisher;+Objections by Author(s);+Original Data not Provided;+Unreliable Results;,1
2023,+Concerns/Issues About Data;+Investigation by Journal/Publisher;+Objections by Author(s);+Unreliable Results;,1
2023,+Concerns/Issues About Data;+Investigation by Journal/Publisher;+Original Data not Provided;,1
2023,+Concerns/Issues About Data;+Investigation by Journal/Publisher;+Original Data not Provided;+Unreliable Results;,1
2023,+Concerns/Issues About Data;+Investigation by Journal/Publisher;+Unreliable Results;,1
2023,+Concerns/Issues About Data;+Investigation by Journal/Publisher;+Updated to Retraction;+Upgrade/Update of Prior Notice;,1
2023,+Concerns/Issues About Data;+Investigation by Third Party;+Original Data not Provided;+Unreliable Results;+Upgrade/Update of Prior Notice;,1
2023,+Concerns/Issues About Data;+Investigation by Third Party;+Paper Mill;+Unreliable Results;,1
2023,+Concerns/Issues About Data;+Investigation by Third Party;+Unreliable Results;,1
2023,+Concerns/Issues About Data;+Lack of Approval from Company/Institution;+Lack of Approval from Third Party;+Unreliable Results;,1
2023,+Concerns/Issues About Data;+Lack of Approval from Third Party;+Removed;,1
2023,+Concerns/Issues About Data;+Objections by Author(s);+Original Data not Provided;+Results Not Reproducible;+Unreliable Results;+Upgrade/Update of Prior Notice;,1
2023,+Concerns/Issues About Data;+Objections by Author(s);+Original Data not Provided;+Unreliable Results;,1
2023,+Concerns/Issues About Data;+Objections by Third Party;,1
2023,+Concerns/Issues About Data;+Original Data not Provided;+Plagiarism of Image;,1
2023,+Concerns/Issues About Data;+Results Not Reproducible;,1
2023,+Concerns/Issues About Data;+Unreliable Data;+Unreliable Results;,1
2023,+Concerns/Issues About Data;+Unreliable Data;+Upgrade/Update of Prior Notice;,1
2023,+Concerns/Issues About Data;+Unreliable Results;+Upgrade/Update of Prior Notice;,1
2023,+Concerns/Issues About Image;+Concerns/Issues About Results;+Copyright Claims;+Duplication of Image;+Euphemisms for Duplication;+Investigation by Journal/Publisher;+Original Data not Provided;,1
2023,+Concerns/Issues About Image;+Concerns/Issues About Results;+Duplication of Image;+Error in Data;+Investigation by Journal/Publisher;+Investigation by Third Party;+Original Data not Provided;+Paper Mill;+Results Not Reproducible;,1
2023,+Concerns/Issues About Image;+Concerns/Issues About Results;+Error in Image;+Original Data not Provided;,1
2023,+Concerns/Issues About Image;+Concerns/Issues about Animal Welfare;+Investigation by Third Party;+Original Data not Provided;+Paper Mill;+Results Not Reproducible;+Unreliable Results;+Upgrade/Update of Prior Notice;,1
2023,+Concerns/Issues About Image;+Concerns/Issues about Third Party Involvement;+Duplication of Image;,1
2023,+Concerns/Issues About Image;+Concerns/Issues about Third Party Involvement;+Duplication of Image;+Euphemisms for Duplication;+Investigation by Journal/Publisher;+Investigation by Third Party;+Manipulation of Images;+Paper Mill;+Unreliable Results;,1
2023,+Concerns/Issues About Image;+Concerns/Issues about Third Party Involvement;+Duplication of Image;+Investigation by Third Party;,1
2023,+Concerns/Issues About Image;+Contamination of Cell Lines/Tissues;+Unreliable Results;,1
2023,+Concerns/Issues About Image;+Copyright Claims;+Duplication of Image;+Error in Image;+Investigation by Journal/Publisher;+Unreliable Data;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Error in Image;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Error in Image;+Euphemisms for Duplication;+Investigation by Journal/Publisher;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Error in Image;+Euphemisms for Duplication;+Investigation by Journal/Publisher;+Investigation by Third Party;+Objections by Author(s);+Original Data not Provided;+Unreliable Data;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Error in Image;+Euphemisms for Duplication;+Investigation by Third Party;+Unreliable Data;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Error in Image;+Euphemisms for Duplication;+Objections by Author(s);+Original Data not Provided;+Upgrade/Update of Prior Notice;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Error in Image;+Euphemisms for Duplication;+Unreliable Data;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Error in Image;+Euphemisms for Duplication;+Unreliable Data;+Unreliable Results;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Error in Image;+Investigation by Journal/Publisher;+Investigation by Third Party;+Original Data not Provided;+Paper Mill;+Unreliable Data;+Upgrade/Update of Prior Notice;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Error in Image;+Investigation by Journal/Publisher;+Original Data not Provided;+Unreliable Results;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Error in Image;+Investigation by Journal/Publisher;+Unreliable Image;+Unreliable Results;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Error in Image;+Original Data not Provided;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Error in Image;+Unreliable Image;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Ethical Violations by Author;+Unreliable Results;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Euphemisms for Duplication;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Euphemisms for Duplication;+Investigation by Journal/Publisher;+Investigation by Third Party;+Objections by Author(s);+Unreliable Data;+Unreliable Results;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Euphemisms for Duplication;+Investigation by Journal/Publisher;+Investigation by Third Party;+Paper Mill;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Euphemisms for Duplication;+Investigation by Journal/Publisher;+Original Data not Provided;+Unreliable Data;+Unreliable Results;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Euphemisms for Duplication;+Investigation by Journal/Publisher;+Unreliable Image;+Unreliable Results;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Euphemisms for Duplication;+Lack of IRB/IACUC Approval;+Objections by Author(s);+Original Data not Provided;+Unreliable Data;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Euphemisms for Plagiarism;+Investigation by Journal/Publisher;+Investigation by Third Party;+Original Data not Provided;+Paper Mill;+Plagiarism of Image;+Upgrade/Update of Prior Notice;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Euphemisms for Plagiarism;+Investigation by Journal/Publisher;+Investigation by Third Party;+Paper Mill;+Plagiarism of Data;+Plagiarism of Image;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Euphemisms for Plagiarism;+Investigation by Journal/Publisher;+Original Data not Provided;+Paper Mill;+Plagiarism of Image;+Unreliable Results;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Euphemisms for Plagiarism;+Investigation by Journal/Publisher;+Paper Mill;+Plagiarism of Image;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Investigation by Company/Institution;+Investigation by Journal/Publisher;+Original Data not Provided;+Unreliable Results;+Upgrade/Update of Prior Notice;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Investigation by Journal/Publisher;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Investigation by Journal/Publisher;+Investigation by Third Party;+Manipulation of Images;+Unreliable Data;+Unreliable Results;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Investigation by Journal/Publisher;+Manipulation of Images;+Unreliable Data;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Investigation by Journal/Publisher;+Objections by Author(s);+Unreliable Data;+Unreliable Results;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Investigation by Journal/Publisher;+Objections by Third Party;+Original Data not Provided;+Unreliable Results;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Investigation by Journal/Publisher;+Original Data not Provided;+Unreliable Data;+Unreliable Results;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Investigation by Journal/Publisher;+Unreliable Data;+Upgrade/Update of Prior Notice;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Investigation by Third Party;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Investigation by Third Party;+Lack of IRB/IACUC Approval;+Original Data not Provided;+Paper Mill;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Investigation by Third Party;+Objections by Third Party;+Original Data not Provided;+Unreliable Results;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Investigation by Third Party;+Original Data not Provided;+Paper Mill;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Investigation by Third Party;+Original Data not Provided;+Paper Mill;+Upgrade/Update of Prior Notice;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Lack of IRB/IACUC Approval;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Manipulation of Images;+Unreliable Results;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Original Data not Provided;+Paper Mill;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Original Data not Provided;+Unreliable Data;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Original Data not Provided;+Unreliable Data;+Unreliable Results;,1
2023,+Concerns/Issues About Image;+Duplication of Image;+Unreliable Results;+Upgrade/Update of Prior Notice;,1
2023,+Concerns/Issues About Image;+Error in Analyses;+Error in Results and/or Conclusions;,1
2023,+Concerns/Issues About Image;+Error in Data;+Unreliable Results;,1
2023,+Concerns/Issues About Image;+Error in Image;,1
2023,+Concerns/Issues About Image;+Error in Image;+Investigation by Company/Institution;+Investigation by Third Party;,1
2023,+Concerns/Issues About Image;+Error in Image;+Manipulation of Images;+Original Data not Provided;+Unreliable Data;,1
2023,+Concerns/Issues About Image;+Euphemisms for Plagiarism;+Investigation by Journal/Publisher;+Investigation by Third Party;+Original Data not Provided;+Paper Mill;+Plagiarism of Data;+Unreliable Results;,1
2023,+Concerns/Issues About Image;+Euphemisms for Plagiarism;+Investigation by Journal/Publisher;+Plagiarism of Image;,1
2023,+Concerns/Issues About Image;+Investigation by Company/Institution;+Original Data not Provided;,1
2023,+Concerns/Issues About Image;+Investigation by Journal/Publisher;,1
2023,+Concerns/Issues About Image;+Investigation by Journal/Publisher;+Investigation by Third Party;+Objections by Author(s);+Original Data not Provided;+Unreliable Results;,1
2023,+Concerns/Issues About Image;+Investigation by Journal/Publisher;+Lack of Approval from Author;+Lack of IRB/IACUC Approval;+Original Data not Provided;,1
2023,+Concerns/Issues About Image;+Investigation by Journal/Publisher;+Manipulation of Images;,1
2023,+Concerns/Issues About Image;+Investigation by Journal/Publisher;+Original Data not Provided;+Unreliable Data;+Unreliable Results;+Upgrade/Update of Prior Notice;,1
2023,+Concerns/Issues About Image;+Investigation by Journal/Publisher;+Unreliable Data;+Unreliable Results;,1
2023,+Concerns/Issues About Image;+Investigation by Third Party;+Misconduct by Author;+Paper Mill;,1
2023,+Concerns/Issues About Image;+Investigation by Third Party;+Misconduct by Author;+Paper Mill;+Removed;,1
2023,+Concerns/Issues About Image;+Investigation by Third Party;+Original Data not Provided;+Paper Mill;+Unreliable Results;,1
2023,+Concerns/Issues About Image;+Lack of IRB/IACUC Approval;+Unreliable Data;,1
2023,+Concerns/Issues About Image;+Manipulation of Images;+Original Data not Provided;+Unreliable Results;,1
2023,+Concerns/Issues About Image;+Manipulation of Images;+Unreliable Results;,1
2023,+Concerns/Issues About Image;+Original Data not Provided;+Unreliable Data;,1
2023,+Concerns/Issues About Results;+Concerns/Issues about Referencing/Attributions;,1
2023,+Concerns/Issues About Results;+Concerns/Issues about Referencing/Attributions;+Concerns/Issues with Peer Review;+Investigation by Journal/Publisher;+Unreliable Results;,1
2023,+Concerns/Issues About Results;+Concerns/Issues about Referencing/Attributions;+Error in Data;+Error in Methods;+Fake Peer Review;+Unreliable Results;+Removed;,1
2023,+Concerns/Issues About Results;+Error in Analyses;,1
2023,+Concerns/Issues About Results;+Error in Cell Lines/Tissues;+Error in Methods;+Error in Results and/or Conclusions;,1
2023,+Concerns/Issues About Results;+Error in Data;+Updated to Retraction;,1
2023,+Concerns/Issues About Results;+Error in Methods;+Investigation by Journal/Publisher;+Objections by Author(s);,1
2023,+Concerns/Issues About Results;+Error in Methods;+Objections by Author(s);+Unreliable Results;,1
2023,+Concerns/Issues About Results;+Error in Methods;+Unreliable Results;,1
2023,+Concerns/Issues About Results;+Error in Text;+Retract and Replace;+Upgrade/Update of Prior Notice;,1
2023,+Concerns/Issues About Results;+Error in Text;+Updated to Retraction;,1
2023,+Concerns/Issues About Results;+Fake Peer Review;,1
2023,+Concerns/Issues About Results;+Investigation by Journal/Publisher;+Investigation by Third Party;+Unreliable Results;+Removed;,1
2023,+Concerns/Issues About Results;+Investigation by Third Party;+Retract and Replace;,1
2023,+Concerns/Issues About Results;+Original Data not Provided;+Paper Mill;+Results Not Reproducible;,1
2023,+Concerns/Issues About Results;+Plagiarism of Article;,1
2023,+Concerns/Issues about Animal Welfare;+Ethical Violations by Author;,1
2023,+Concerns/Issues about Human Subject Welfare;+Lack of IRB/IACUC Approval;,1
2023,+Concerns/Issues about Referencing/Attributions;+Concerns/Issues about Third Party Involvement;+Euphemisms for Plagiarism;+Investigation by Journal/Publisher;+Investigation by Third Party;+Paper Mill;+Plagiarism of Image;,1
2023,+Concerns/Issues about Referencing/Attributions;+Concerns/Issues with Peer Review;+Error in Image;+Investigation by Journal/Publisher;+Unreliable Results;,1
2023,+Concerns/Issues about Referencing/Attributions;+Contamination of Cell Lines/Tissues;+Duplication of Image;+Investigation by Journal/Publisher;+Investigation by Third Party;+Paper Mill;+Unreliable Data;,1
2023,+Concerns/Issues about Referencing/Attributions;+Date of Retraction/Other Unknown;,1
2023,+Concerns/Issues about Referencing/Attributions;+Date of Retraction/Other Unknown;+Euphemisms for Plagiarism;+Plagiarism of Article;,1
2023,+Concerns/Issues about Referencing/Attributions;+Duplication of Article;+Euphemisms for Duplication;+Investigation by Journal/Publisher;,1
2023,+Concerns/Issues about Referencing/Attributions;+Duplication of Article;+Fake Peer Review;+Investigation by Third Party;+Paper Mill;+Unreliable Data;,1
2023,+Concerns/Issues about Referencing/Attributions;+Duplication of Data;+Euphemisms for Duplication;,1
2023,+Concerns/Issues about Referencing/Attributions;+Duplication of Image;+Investigation by Journal/Publisher;+Investigation by Third Party;+Paper Mill;+Unreliable Data;,1
2023,+Concerns/Issues about Referencing/Attributions;+Duplication of Image;+Investigation by Journal/Publisher;+Investigation by Third Party;+Paper Mill;+Unreliable Results;,1
2023,+Concerns/Issues about Referencing/Attributions;+Error in Text;,1
2023,+Concerns/Issues about Referencing/Attributions;+Ethical Violations by Author;,1
2023,+Concerns/Issues about Referencing/Attributions;+Euphemisms for Plagiarism;+Investigation by Journal/Publisher;+Investigation by Third Party;+Plagiarism of Article;,1
2023,+Concerns/Issues about Referencing/Attributions;+Euphemisms for Plagiarism;+Investigation by Journal/Publisher;+Plagiarism of Article;,1
2023,+Concerns/Issues about Referencing/Attributions;+Euphemisms for Plagiarism;+Investigation by Journal/Publisher;+Plagiarism of Text;,1
2023,+Concerns/Issues about Referencing/Attributions;+Euphemisms for Plagiarism;+Objections by Author(s);+Plagiarism of Image;+Plagiarism of Text;,1
2023,+Concerns/Issues about Referencing/Attributions;+Fake Peer Review;+Investigation by Journal/Publisher;+Investigation by Third Party;+Paper Mill;,1
2023,+Concerns/Issues about Referencing/Attributions;+Fake Peer Review;+Investigation by Third Party;+Paper Mill;,1
2023,+Concerns/Issues about Referencing/Attributions;+Investigation by Journal/Publisher;+Investigation by Third Party;+Lack of Approval from Third Party;+Plagiarism of Image;+Plagiarism of Text;,1
2023,+Concerns/Issues about Referencing/Attributions;+Investigation by Journal/Publisher;+Investigation by Third Party;+Randomly Generated Content;+Unreliable Results;,1
2023,+Concerns/Issues about Referencing/Attributions;+Plagiarism of Image;,1
2023,+Concerns/Issues about Third Party Involvement;+Duplication of Image;,1
2023,+Concerns/Issues about Third Party Involvement;+Duplication of Image;+Euphemisms for Plagiarism;+Investigation by Journal/Publisher;+Investigation by Third Party;+Original Data not Provided;+Paper Mill;+Plagiarism of Image;,1
2023,+Concerns/Issues about Third Party Involvement;+Duplication of Image;+Investigation by Third Party;+Paper Mill;,1
2023,+Concerns/Issues about Third Party Involvement;+Duplication of Image;+Manipulation of Images;+Original Data not Provided;+Unreliable Data;+Unreliable Results;,1
2023,+Concerns/Issues about Third Party Involvement;+Duplication of Image;+Original Data not Provided;+Unreliable Data;,1
2023,+Concerns/Issues about Third Party Involvement;+Duplication of Image;+Original Data not Provided;+Unreliable Data;+Unreliable Results;,1
2023,+Concerns/Issues about Third Party Involvement;+Duplication of Image;+Paper Mill;+Unreliable Data;+Unreliable Results;,1
2023,+Concerns/Issues about Third Party Involvement;+Error in Image;+Original Data not Provided;+Paper Mill;+Unreliable Results;,1
2023,+Concerns/Issues about Third Party Involvement;+Fake Peer Review;+Unreliable Results;,1
2023,+Concerns/Issues with Peer Review;,1
2023,+Concerns/Issues with Peer Review;+Date of Retraction/Other Unknown;+Error by Journal/Publisher;,1
2023,+Concerns/Issues with Peer Review;+Duplication of Article;+Euphemisms for Duplication;,1
2023,+Concerns/Issues with Peer Review;+Duplication of Article;+Euphemisms for Duplication;+Objections by Author(s);,1
2023,+Concerns/Issues with Peer Review;+Duplication of Image;,1
2023,+Concerns/Issues with Peer Review;+Error by Journal/Publisher;+Retract and Replace;,1
2023,+Concerns/Issues with Peer Review;+Fake Peer Review;,1
2023,+Concerns/Issues with Peer Review;+Fake Peer Review;+Investigation by Journal/Publisher;+Investigation by Third Party;+Paper Mill;,1
2023,+Concerns/Issues with Peer Review;+Fake Peer Review;+Investigation by Journal/Publisher;+Lack of IRB/IACUC Approval;,1
2023,+Concerns/Issues with Peer Review;+Fake Peer Review;+Objections by Author(s);+Unreliable Results;,1
2023,+Concerns/Issues with Peer Review;+Investigation by Journal/Publisher;+Investigation by Third Party;+Paper Mill;,1
2023,+Conflict of Interest;,1
2023,+Conflict of Interest;+Duplication of Image;+Error in Image;+Lack of Approval from Author;+Unreliable Data;+Unreliable Results;,1
2023,+Contamination of Cell Lines/Tissues;+Duplication of Image;,1
2023,+Contamination of Cell Lines/Tissues;+Duplication of Image;+Error in Image;+Unreliable Data;,1
2023,+Contamination of Cell Lines/Tissues;+Duplication of Image;+Error in Image;+Unreliable Data;+Unreliable Results;,1
2023,+Contamination of Cell Lines/Tissues;+Duplication of Image;+Unreliable Data;,1
2023,+Contamination of Cell Lines/Tissues;+Duplication of Image;+Unreliable Results;,1
2023,+Contamination of Cell Lines/Tissues;+Error in Results and/or Conclusions;+Investigation by Third Party;+Paper Mill;+Results Not Reproducible;+Unreliable Results;,1
2023,+Contamination of Cell Lines/Tissues;+Results Not Reproducible;+Unreliable Results;,1
2023,+Contamination of Cell Lines/Tissues;+Unreliable Results;,1
2023,+Copyright Claims;+Duplication of Article;+Paper Mill;+Plagiarism of Data;,1
2023,+Copyright Claims;+Fake Peer Review;,1
2023,+Copyright Claims;+Lack of Approval from Company/Institution;+Legal Reasons/Legal Threats;,1
2023,+Copyright Claims;+Legal Reasons/Legal Threats;+Objections by Third Party;,1
2023,+Date of Retraction/Other Unknown;+Duplicate Publication through Error by Journal/Publisher;,1
2023,+Date of Retraction/Other Unknown;+Duplicate Publication through Error by Journal/Publisher;+Updated to Retraction;,1
2023,+Date of Retraction/Other Unknown;+Duplication of Image;+Unreliable Results;,1
2023,+Date of Retraction/Other Unknown;+Error by Journal/Publisher;,1
2023,+Date of Retraction/Other Unknown;+Error in Analyses;+Error in Results and/or Conclusions;,1
2023,+Date of Retraction/Other Unknown;+Euphemisms for Plagiarism;+Plagiarism of Article;,1
2023,+Date of Retraction/Other Unknown;+Fake Peer Review;+Investigation by Journal/Publisher;+Objections by Author(s);+Unreliable Results;,1
2023,+Date of Retraction/Other Unknown;+Fake Peer Review;+Investigation by Journal/Publisher;+Unreliable Results;,1
2023,+Date of Retraction/Other Unknown;+Investigation by Company/Institution;+Notice - Lack of;,1
2023,+Date of Retraction/Other Unknown;+Plagiarism of Article;,1
2023,+Doing the Right Thing;+Error in Data;+Error in Results and/or Conclusions;,1
2023,+Duplicate Publication through Error by Journal/Publisher;+Lack of Approval from Author;,1
2023,+Duplicate Publication through Error by Journal/Publisher;+Miscommunication by Author;+Removed;,1
2023,+Duplication of Article;+Duplication of Data;+Duplication of Image;+Euphemisms for Duplication;,1
2023,+Duplication of Article;+Duplication of Image;+Unreliable Data;,1
2023,+Duplication of Article;+Error in Data;+Error in Image;+Euphemisms for Duplication;+Unreliable Data;,1
2023,+Duplication of Article;+Error in Data;+Investigation by Company/Institution;+Original Data not Provided;+Unreliable Results;,1
2023,+Duplication of Article;+Euphemisms for Duplication;+Fake Peer Review;+Informed/Patient Consent - None/Withdrawn;+Investigation by Journal/Publisher;+Lack of IRB/IACUC Approval;,1
2023,+Duplication of Article;+Euphemisms for Duplication;+Investigation by Journal/Publisher;+Objections by Third Party;,1
2023,+Duplication of Article;+Euphemisms for Duplication;+Investigation by Journal/Publisher;+Unreliable Results;,1
2023,+Duplication of Article;+Euphemisms for Duplication;+Investigation by Third Party;,1
2023,+Duplication of Article;+Euphemisms for Duplication;+Objections by Author(s);,1
2023,+Duplication of Article;+Investigation by Journal/Publisher;+Investigation by Third Party;+Paper Mill;,1
2023,+Duplication of Article;+Investigation by Third Party;+Paper Mill;+Unreliable Results;,1
2023,+Duplication of Article;+Upgrade/Update of Prior Notice;,1
2023,+Duplication of Data;+Duplication of Image;+Original Data not Provided;+Unreliable Results;,1
2023,+Duplication of Data;+Duplication of Text;+Error in Methods;+Unreliable Data;,1
2023,+Duplication of Data;+Error in Data;,1
2023,+Duplication of Data;+Euphemisms for Duplication;+Investigation by Company/Institution;+Taken from Dissertation/Thesis;,1
2023,+Duplication of Data;+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Misconduct - Official Investigation/Finding;+Misconduct by Author;,1
2023,+Duplication of Data;+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Unreliable Results;,1
2023,+Duplication of Data;+Falsification/Fabrication of Data;+Investigation by Journal/Publisher;+Original Data not Provided;+Unreliable Data;+Upgrade/Update of Prior Notice;,1
2023,+Duplication of Data;+Original Data not Provided;+Unreliable Results;,1
2023,+Duplication of Data;+Salami Slicing;,1
2023,+Duplication of Data;+Unreliable Data;,1
2023,+Duplication of Image;+Error in Analyses;+Manipulation of Images;,1
2023,+Duplication of Image;+Error in Cell Lines/Tissues;+Error in Data;+Unreliable Data;,1
2023,+Duplication of Image;+Error in Data;+Error in Image;+Investigation by Journal/Publisher;+Unreliable Results;,1
2023,+Duplication of Image;+Error in Data;+Investigation by Third Party;+Paper Mill;+Results Not Reproducible;+Unreliable Results;,1
2023,+Duplication of Image;+Error in Data;+Investigation by Third Party;+Paper Mill;+Unreliable Results;,1
2023,+Duplication of Image;+Error in Data;+Unreliable Results;,1
2023,+Duplication of Image;+Error in Image;+Error in Methods;+Unreliable Data;+Unreliable Results;,1
2023,+Duplication of Image;+Error in Image;+Euphemisms for Duplication;+Updated to Retraction;,1
2023,+Duplication of Image;+Error in Image;+Investigation by Journal/Publisher;+Investigation by Third Party;+Paper Mill;+Plagiarism of Image;,1
2023,+Duplication of Image;+Error in Image;+Investigation by Journal/Publisher;+Unreliable Results;,1
2023,+Duplication of Image;+Error in Image;+Investigation by Third Party;,1
2023,+Duplication of Image;+Error in Image;+Investigation by Third Party;+Manipulation of Images;+Unreliable Data;+Unreliable Results;,1
2023,+Duplication of Image;+Error in Image;+Unreliable Data;,1
2023,+Duplication of Image;+Error in Image;+Unreliable Results;,1
2023,+Duplication of Image;+Euphemisms for Duplication;,1
2023,+Duplication of Image;+Euphemisms for Duplication;+Investigation by Journal/Publisher;+Objections by Author(s);+Unreliable Data;,1
2023,+Duplication of Image;+Euphemisms for Duplication;+Lack of IRB/IACUC Approval;+Original Data not Provided;+Unreliable Data;,1
2023,+Duplication of Image;+Euphemisms for Duplication;+Original Data not Provided;+Unreliable Data;+Unreliable Results;,1
2023,+Duplication of Image;+Euphemisms for Duplication;+Unreliable Data;+Unreliable Results;,1
2023,+Duplication of Image;+Euphemisms for Duplication;+Unreliable Results;+Upgrade/Update of Prior Notice;,1
2023,+Duplication of Image;+Euphemisms for Plagiarism;+Original Data not Provided;+Plagiarism of Image;+Unreliable Results;,1
2023,+Duplication of Image;+Falsification/Fabrication of Image;+Investigation by Company/Institution;,1
2023,+Duplication of Image;+Investigation by Company/Institution;+Investigation by Journal/Publisher;+Investigation by Third Party;+Paper Mill;,1
2023,+Duplication of Image;+Investigation by Company/Institution;+Investigation by Journal/Publisher;+Manipulation of Images;+Unreliable Results;+Upgrade/Update of Prior Notice;,1
2023,+Duplication of Image;+Investigation by Company/Institution;+Investigation by Journal/Publisher;+Unreliable Data;+Unreliable Results;,1
2023,+Duplication of Image;+Investigation by Company/Institution;+Investigation by Journal/Publisher;+Unreliable Results;+Upgrade/Update of Prior Notice;,1
2023,+Duplication of Image;+Investigation by Company/Institution;+Investigation by Third Party;+Lack of Approval from Author;+Paper Mill;,1
2023,+Duplication of Image;+Investigation by Company/Institution;+Manipulation of Images;+Unreliable Results;+Upgrade/Update of Prior Notice;,1
2023,+Duplication of Image;+Investigation by Journal/Publisher;+Investigation by Third Party;+Manipulation of Images;+Unreliable Data;+Unreliable Results;,1
2023,+Duplication of Image;+Investigation by Journal/Publisher;+Investigation by Third Party;+Objections by Third Party;+Paper Mill;+Upgrade/Update of Prior Notice;,1
2023,+Duplication of Image;+Investigation by Journal/Publisher;+Investigation by Third Party;+Original Data not Provided;+Paper Mill;+Unreliable Results;,1
2023,+Duplication of Image;+Investigation by Journal/Publisher;+Investigation by Third Party;+Original Data not Provided;+Paper Mill;+Upgrade/Update of Prior Notice;,1
2023,+Duplication of Image;+Investigation by Journal/Publisher;+Investigation by Third Party;+Original Data not Provided;+Unreliable Results;,1
2023,+Duplication of Image;+Investigation by Journal/Publisher;+Investigation by Third Party;+Paper Mill;+Unreliable Data;,1
2023,+Duplication of Image;+Investigation by Journal/Publisher;+Investigation by Third Party;+Paper Mill;+Unreliable Results;+Upgrade/Update of Prior Notice;,1
2023,+Duplication of Image;+Investigation by Journal/Publisher;+Objections by Third Party;+Unreliable Image;,1
2023,+Duplication of Image;+Investigation by Journal/Publisher;+Original Data not Provided;+Paper Mill;,1
2023,+Duplication of Image;+Investigation by Journal/Publisher;+Plagiarism of Data;,1
2023,+Duplication of Image;+Investigation by Third Party;+Lack of IRB/IACUC Approval;+Paper Mill;+Results Not Reproducible;+Unreliable Results;,1
2023,+Duplication of Image;+Investigation by Third Party;+Lack of IRB/IACUC Approval;+Paper Mill;+Upgrade/Update of Prior Notice;,1
2023,+Duplication of Image;+Investigation by Third Party;+Manipulation of Images;+Original Data not Provided;,1
2023,+Duplication of Image;+Investigation by Third Party;+Manipulation of Images;+Paper Mill;,1
2023,+Duplication of Image;+Investigation by Third Party;+Original Data not Provided;+Paper Mill;,1
2023,+Duplication of Image;+Investigation by Third Party;+Original Data not Provided;+Paper Mill;+Unreliable Results;,1
2023,+Duplication of Image;+Investigation by Third Party;+Original Data not Provided;+Results Not Reproducible;+Unreliable Results;,1
2023,+Duplication of Image;+Investigation by Third Party;+Paper Mill;+Upgrade/Update of Prior Notice;,1
2023,+Duplication of Image;+Investigation by Third Party;+Unreliable Results;,1
2023,+Duplication of Image;+Lack of Approval from Author;+Unreliable Data;,1
2023,+Duplication of Image;+Lack of IRB/IACUC Approval;,1
2023,+Duplication of Image;+Lack of IRB/IACUC Approval;+Original Data not Provided;,1
2023,+Duplication of Image;+Lack of IRB/IACUC Approval;+Results Not Reproducible;+Unreliable Results;,1
